Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
12;Hordaland;1228;Odda;;;RØDT;Rødt;11,5;5515;145;277;422;-2;7,8;3;0;
12;Hordaland;1228;Odda;;;SP;Senterpartiet;6;5515;64;156;220;0,4;-1,6;2;0;
12;Hordaland;1228;Odda;;;V;Venstre;10,2;5515;118;256;374;-0,5;6,4;3;0;
12;Hordaland;1228;Odda;;;H;Høyre;17;5515;180;445;625;6,7;4,4;4;0;
12;Hordaland;1228;Odda;;;DEMN;Demokratene i Norge;6,3;5515;88;143;231;3,9;5,8;2;0;
12;Hordaland;1228;Odda;;;NYODDA;Nye Odda;16;5515;176;413;589;4,1;16;4;0;
12;Hordaland;1231;Ullensvang;;;A;Det norske Arbeiderparti;9,7;2611;40;143;183;-2,9;-11,2;2;0;
12;Hordaland;1231;Ullensvang;;;SV;Sosialistisk Venstreparti;6,5;2611;34;88;122;-2,1;2,1;1;0;
12;Hordaland;1231;Ullensvang;;;RØDT;Rødt;0,7;2611;3;11;14;-0,5;-0,9;0;0;
12;Hordaland;1231;Ullensvang;;;SP;Senterpartiet;35,9;2611;120;554;674;-7,7;4,7;8;0;
12;Hordaland;1231;Ullensvang;;;KRF;Kristelig Folkeparti;5,4;2611;17;84;101;0,8;0,9;1;0;
12;Hordaland;1231;Ullensvang;;;V;Venstre;21,9;2611;75;337;412;11,9;16,2;5;0;
12;Hordaland;1231;Ullensvang;;;H;Høyre;19,8;2611;68;303;371;0,5;2,6;4;0;
12;Hordaland;1232;Eidfjord;;;A;Det norske Arbeiderparti;29,3;753;42;117;159;2,2;-1,6;5;0;
12;Hordaland;1232;Eidfjord;;;SP;Senterpartiet;42,8;753;67;165;232;-3;22,2;7;0;
12;Hordaland;1232;Eidfjord;;;V;Venstre;5,2;753;3;25;28;5,2;1,5;1;0;
12;Hordaland;1232;Eidfjord;;;H;Høyre;16,2;753;21;67;88;16,2;0,9;3;0;
12;Hordaland;1232;Eidfjord;;;TVB;Tverrpolitisk bygdeliste;6,5;753;7;28;35;-6,7;6,5;1;0;
12;Hordaland;1233;Ulvik;;;A;Det norske Arbeiderparti;20;860;41;86;127;5;-7,2;3;0;
12;Hordaland;1233;Ulvik;;;SV;Sosialistisk Venstreparti;10,1;860;22;42;64;-5,4;2;2;0;
12;Hordaland;1233;Ulvik;;;SP;Senterpartiet;19,2;860;29;93;122;-3;-1,5;3;0;
12;Hordaland;1233;Ulvik;;;V;Venstre;33,3;860;63;149;212;-0,1;18,3;6;0;
12;Hordaland;1233;Ulvik;;;H;Høyre;17,5;860;34;77;111;11,6;10;3;0;
12;Hordaland;1234;Granvin;;;SV;Sosialistisk Venstreparti;10,5;746;14;36;50;6,4;3,5;1;0;
12;Hordaland;1234;Granvin;;;SP;Senterpartiet;31,4;746;26;123;149;-0,3;2,8;4;0;
12;Hordaland;1234;Granvin;;;V;Venstre;34,9;746;45;121;166;27,4;25,4;5;0;
12;Hordaland;1234;Granvin;;;H;Høyre;23,2;746;30;80;110;8,9;13,3;3;0;
12;Hordaland;1235;Voss;;;A;Det norske Arbeiderparti;28,6;10800;433;1623;2056;-2,6;-6,7;12;0;
12;Hordaland;1235;Voss;;;SV;Sosialistisk Venstreparti;6,6;10800;120;355;475;-1,5;0,8;3;0;
12;Hordaland;1235;Voss;;;RØDT;Rødt;2,7;10800;53;139;192;-1,4;-0,3;1;0;
12;Hordaland;1235;Voss;;;SP;Senterpartiet;17,6;10800;232;1033;1265;-5,2;-1,1;8;0;
12;Hordaland;1235;Voss;;;KRF;Kristelig Folkeparti;4,9;10800;103;249;352;-1,1;-0,2;2;0;
12;Hordaland;1235;Voss;;;V;Venstre;11;10800;189;600;789;3,2;6;5;0;
12;Hordaland;1235;Voss;;;H;Høyre;18,8;10800;294;1057;1351;11;8;8;0;
12;Hordaland;1235;Voss;;;FRP;Fremskrittspartiet;8,9;10800;153;487;640;-3,4;-6,6;4;0;
12;Hordaland;1235;Voss;;;MDG;Miljøpartiet De Grønne;1;10800;18;57;75;1;0,8;0;0;
12;Hordaland;1238;Kvam;;;A;Det norske Arbeiderparti;14,1;6455;204;430;634;-6,3;-12,5;4;0;
12;Hordaland;1238;Kvam;;;SV;Sosialistisk Venstreparti;2,6;6455;36;83;119;0,2;-1,5;1;0;
12;Hordaland;1238;Kvam;;;RØDT;Rødt;1,9;6455;26;58;84;0,6;0,1;0;0;
12;Hordaland;1238;Kvam;;;SP;Senterpartiet;21,5;6455;189;779;968;1,4;6,8;6;0;
12;Hordaland;1238;Kvam;;;KRF;Kristelig Folkeparti;13,7;6455;169;445;614;2,7;2,9;4;0;
12;Hordaland;1238;Kvam;;;V;Venstre;7,7;6455;94;253;347;-4,3;2,1;2;0;
12;Hordaland;1238;Kvam;;;H;Høyre;16,4;6455;178;557;735;3,7;1,7;4;0;
12;Hordaland;1238;Kvam;;;FRP;Fremskrittspartiet;9,3;6455;141;278;419;1,2;-11,4;3;0;
12;Hordaland;1238;Kvam;;;BYG_NOR;Bygdeliste for Norheimsund;1,4;6455;17;47;64;1,4;1,4;0;0;
12;Hordaland;1238;Kvam;;;KTL;Kvam Tverrpolitiske liste;11,3;6455;104;404;508;11,3;11,3;3;0;
12;Hordaland;1241;Fusa;;;A;Det norske Arbeiderparti;16,4;2867;67;264;331;-0,3;-5,4;3;0;
12;Hordaland;1241;Fusa;;;SV;Sosialistisk Venstreparti;3,7;2867;22;52;74;-1,6;-0,1;1;0;
12;Hordaland;1241;Fusa;;;SP;Senterpartiet;27,4;2867;91;463;554;-3,1;11,3;6;0;
12;Hordaland;1241;Fusa;;;KRF;Kristelig Folkeparti;12,7;2867;61;195;256;1,4;0,6;3;0;
12;Hordaland;1241;Fusa;;;V;Venstre;4,2;2867;22;63;85;0,5;0,8;1;0;
12;Hordaland;1241;Fusa;;;H;Høyre;13,4;2867;55;216;271;4,2;-2;3;0;
12;Hordaland;1241;Fusa;;;FRP;Fremskrittspartiet;22,3;2867;79;371;450;-1,2;-2,4;4;0;
12;Hordaland;1242;Samnanger;;;A;Det norske Arbeiderparti;26,3;1862;53;282;335;-1,8;-11;6;0;
12;Hordaland;1242;Samnanger;;;SP;Senterpartiet;10,3;1862;18;113;131;1,8;0,8;2;0;
12;Hordaland;1242;Samnanger;;;KRF;Kristelig Folkeparti;19,7;1862;33;218;251;-5,4;9,5;4;0;
12;Hordaland;1242;Samnanger;;;H;Høyre;11,5;1862;20;127;147;3,5;-2,1;2;0;
12;Hordaland;1242;Samnanger;;;FRP;Fremskrittspartiet;18,5;1862;38;198;236;2,2;-3,4;4;0;
12;Hordaland;1242;Samnanger;;;BYGS;Bygdalista;13,7;1862;22;153;175;-0,4;13,7;3;0;
12;Hordaland;1243;Os;;;A;Det norske Arbeiderparti;19,4;12718;411;1291;1702;5,3;-6,8;7;0;
12;Hordaland;1243;Os;;;SV;Sosialistisk Venstreparti;1,8;12718;43;113;156;-1,7;-1,7;0;0;
12;Hordaland;1243;Os;;;RØDT;Rødt;0,3;12718;7;23;30;-0,2;-1;0;0;
12;Hordaland;1243;Os;;;SP;Senterpartiet;3,3;12718;61;231;292;0;-1,4;1;0;
12;Hordaland;1243;Os;;;KRF;Kristelig Folkeparti;5,3;12718;143;324;467;-0,9;-0,5;2;0;
12;Hordaland;1243;Os;;;V;Venstre;5,3;12718;128;341;469;1,4;1;2;0;
12;Hordaland;1243;Os;;;H;Høyre;16;12718;301;1105;1406;4,5;-4,8;6;0;
12;Hordaland;1243;Os;;;FRP;Fremskrittspartiet;37,7;12718;860;2450;3310;-7,1;5,4;13;0;
12;Hordaland;1243;Os;;;MDG;Miljøpartiet De Grønne;1;12718;23;66;89;1;0,6;0;0;
12;Hordaland;1243;Os;;;TSBO;Tverrpolitisk samlingsliste-bygdaliste for Os;9,8;12718;170;693;863;-2,2;9,8;4;0;
12;Hordaland;1244;Austevoll;;;A;Det norske Arbeiderparti;7,4;3528;46;145;191;-7,2;-11,1;2;0;
12;Hordaland;1244;Austevoll;;;SP;Senterpartiet;6,8;3528;30;145;175;-3,3;1,9;2;0;
12;Hordaland;1244;Austevoll;;;KRF;Kristelig Folkeparti;5,7;3528;38;108;146;-4,3;-2,5;1;0;
12;Hordaland;1244;Austevoll;;;V;Venstre;1,7;3528;14;29;43;-0,2;-1,5;0;0;
12;Hordaland;1244;Austevoll;;;H;Høyre;31;3528;213;582;795;11,4;2,9;6;0;
12;Hordaland;1244;Austevoll;;;FRP;Fremskrittspartiet;47,4;3528;337;880;1217;3,7;13,5;10;0;
12;Hordaland;1245;Sund;;;A;Det norske Arbeiderparti;20,1;4605;122;478;600;-1,6;-6,5;5;0;
12;Hordaland;1245;Sund;;;SV;Sosialistisk Venstreparti;2,7;4605;14;67;81;2,7;0;1;0;
12;Hordaland;1245;Sund;;;SP;Senterpartiet;7,4;4605;26;195;221;-5,8;3,2;2;0;
12;Hordaland;1245;Sund;;;KRF;Kristelig Folkeparti;4,7;4605;33;106;139;-0,3;-0,1;1;0;
12;Hordaland;1245;Sund;;;V;Venstre;4,8;4605;20;123;143;2,1;2,1;1;0;
12;Hordaland;1245;Sund;;;H;Høyre;43,9;4605;215;1095;1310;5,7;23,7;11;0;
12;Hordaland;1245;Sund;;;FRP;Fremskrittspartiet;16,3;4605;83;404;487;-1,8;-19,9;4;0;
12;Hordaland;1246;Fjell;;;A;Det norske Arbeiderparti;21,9;16005;471;1803;2274;3,1;-5,4;10;0;
12;Hordaland;1246;Fjell;;;SV;Sosialistisk Venstreparti;1,7;16005;35;139;174;-0,9;-1;1;0;
12;Hordaland;1246;Fjell;;;RØDT;Rødt;0,8;16005;17;62;79;0,1;-0,3;0;0;
12;Hordaland;1246;Fjell;;;SP;Senterpartiet;2,5;16005;54;204;258;0;-0,2;1;0;
12;Hordaland;1246;Fjell;;;KRF;Kristelig Folkeparti;9,6;16005;266;734;1000;-1;-0,3;4;0;
12;Hordaland;1246;Fjell;;;V;Venstre;4,7;16005;101;389;490;2,3;1,8;2;0;
12;Hordaland;1246;Fjell;;;H;Høyre;28;16005;529;2382;2911;12,7;6,9;13;0;
12;Hordaland;1246;Fjell;;;FRP;Fremskrittspartiet;17,6;16005;439;1389;1828;-15,7;-13,6;8;0;
12;Hordaland;1246;Fjell;;;KYST;Kystpartiet;0,7;16005;14;57;71;0,7;0,5;0;0;
12;Hordaland;1246;Fjell;;;SOT;SotraLista;12,5;16005;142;1151;1293;-0,5;12,5;6;0;
12;Hordaland;1247;Askøy;;;A;Det norske Arbeiderparti;30;18592;821;2901;3722;3,7;-3,3;11;0;
12;Hordaland;1247;Askøy;;;SV;Sosialistisk Venstreparti;3,1;18592;104;284;388;-4,1;-1,3;1;0;
12;Hordaland;1247;Askøy;;;RØDT;Rødt;1,7;18592;34;174;208;1;-0,3;0;0;
12;Hordaland;1247;Askøy;;;KRF;Kristelig Folkeparti;6,1;18592;176;584;760;-0,3;-0,6;2;0;
12;Hordaland;1247;Askøy;;;V;Venstre;5,2;18592;129;517;646;1,2;1,6;2;0;
12;Hordaland;1247;Askøy;;;H;Høyre;32,3;18592;654;3355;4009;11,9;11,5;11;0;
12;Hordaland;1247;Askøy;;;FRP;Fremskrittspartiet;16,3;18592;446;1574;2020;-15,3;-9,4;6;0;
12;Hordaland;1247;Askøy;;;DEMN;Demokratene i Norge;4,2;18592;133;389;522;2,2;3,8;2;0;
12;Hordaland;1247;Askøy;;;MDG;Miljøpartiet De Grønne;1,1;18592;28;114;142;1,1;0,9;0;0;
12;Hordaland;1251;Vaksdal;;;A;Det norske Arbeiderparti;44,1;3206;194;746;940;3,3;1,9;10;0;
12;Hordaland;1251;Vaksdal;;;SV;Sosialistisk Venstreparti;6,9;3206;21;126;147;-2,8;1,1;1;0;
12;Hordaland;1251;Vaksdal;;;RØDT;Rødt;0,8;3206;8;9;17;-0,6;-1;0;0;
12;Hordaland;1251;Vaksdal;;;SP;Senterpartiet;12,6;3206;44;224;268;3,5;1,8;3;0;
12;Hordaland;1251;Vaksdal;;;KRF;Kristelig Folkeparti;10;3206;45;169;214;-3,9;1,1;2;0;
12;Hordaland;1251;Vaksdal;;;V;Venstre;2,3;3206;8;42;50;2,3;0,2;0;0;
12;Hordaland;1251;Vaksdal;;;H;Høyre;16,3;3206;76;272;348;1;5,9;4;0;
12;Hordaland;1251;Vaksdal;;;FRP;Fremskrittspartiet;6,9;3206;33;113;146;-2,9;-9,5;1;0;
12;Hordaland;1252;Modalen;;;SLMO;Samlingslista for Modalen;55,4;283;36;87;123;13,2;55,4;7;0;
12;Hordaland;1252;Modalen;;;SOLR;Solrenningslista;44,6;283;14;85;99;-13,2;44,6;6;0;
12;Hordaland;1253;Osterøy;;;A;Det norske Arbeiderparti;34,7;5623;244;1128;1372;7;5,3;10;0;
12;Hordaland;1253;Osterøy;;;RØDT;Rødt;2,2;5623;24;62;86;2,2;0,4;0;0;
12;Hordaland;1253;Osterøy;;;SP;Senterpartiet;9,7;5623;41;342;383;1,9;0;3;0;
12;Hordaland;1253;Osterøy;;;KRF;Kristelig Folkeparti;9,1;5623;63;297;360;2,1;1;2;0;
12;Hordaland;1253;Osterøy;;;V;Venstre;5,4;5623;43;171;214;0,2;2,1;1;0;
12;Hordaland;1253;Osterøy;;;H;Høyre;21,8;5623;112;749;861;7,3;5,7;6;0;
12;Hordaland;1253;Osterøy;;;FRP;Fremskrittspartiet;17,1;5623;120;555;675;-16;-9,6;5;0;
12;Hordaland;1256;Meland;;;A;Det norske Arbeiderparti;18;4999;123;487;610;4,4;-8,8;5;0;
12;Hordaland;1256;Meland;;;SP;Senterpartiet;16,6;4999;107;455;562;-4,9;9,1;4;0;
12;Hordaland;1256;Meland;;;KRF;Kristelig Folkeparti;11;4999;94;279;373;-1,7;-2,3;3;0;
12;Hordaland;1256;Meland;;;V;Venstre;6,6;4999;27;198;225;-0,3;3;2;0;
12;Hordaland;1256;Meland;;;H;Høyre;24,2;4999;140;682;822;7,1;5,8;6;0;
12;Hordaland;1256;Meland;;;FRP;Fremskrittspartiet;14,1;4999;73;404;477;-3,5;-9,5;4;0;
12;Hordaland;1256;Meland;;;MDG;Miljøpartiet De Grønne;3,3;4999;15;96;111;3,3;3;1;0;
12;Hordaland;1256;Meland;;;RV_SV_SD;R, SV, og Sosialdemokrater i Meland;6,3;4999;52;161;213;-2,9;6,3;2;0;
12;Hordaland;1259;Øygarden;;;A;Det norske Arbeiderparti;30,5;3212;183;529;712;-1,1;4,8;7;0;
12;Hordaland;1259;Øygarden;;;SV;Sosialistisk Venstreparti;4,5;3212;23;83;106;0,8;2,2;1;0;
12;Hordaland;1259;Øygarden;;;KRF;Kristelig Folkeparti;6;3212;41;98;139;0;-7,6;1;0;
12;Hordaland;1259;Øygarden;;;H;Høyre;16,3;3212;94;286;380;16,3;0,2;4;0;
12;Hordaland;1259;Øygarden;;;FRP;Fremskrittspartiet;9,5;3212;96;125;221;-3,3;-26,9;2;0;
12;Hordaland;1259;Øygarden;;;TVØ;Tverrpolitisk Valliste for Øygarden (TVØ);33,2;3212;249;525;774;-6,9;33,2;8;0;
12;Hordaland;1260;Radøy;;;A;Det norske Arbeiderparti;16,2;3687;160;238;398;-1,1;-11,9;4;0;
12;Hordaland;1260;Radøy;;;RØDT;Rødt;1,9;3687;14;32;46;1,9;0,6;0;0;
12;Hordaland;1260;Radøy;;;SP;Senterpartiet;36,7;3687;314;586;900;6,6;22;9;0;
12;Hordaland;1260;Radøy;;;KRF;Kristelig Folkeparti;8,4;3687;75;132;207;-0,9;-1,3;2;0;
12;Hordaland;1260;Radøy;;;V;Venstre;6,5;3687;70;90;160;-1,6;3,1;2;0;
12;Hordaland;1260;Radøy;;;H;Høyre;20,2;3687;202;293;495;6,1;4,7;5;0;
12;Hordaland;1260;Radøy;;;FRP;Fremskrittspartiet;10;3687;112;132;244;-7,9;-13,3;3;0;
12;Hordaland;1263;Lindås;;;A;Det norske Arbeiderparti;18,8;10719;303;1050;1353;0,2;-5,4;6;0;
12;Hordaland;1263;Lindås;;;SV;Sosialistisk Venstreparti;1,9;10719;31;104;135;-1,2;-1,4;0;0;
12;Hordaland;1263;Lindås;;;RØDT;Rødt;0,9;10719;21;43;64;-0,6;-0,7;0;0;
12;Hordaland;1263;Lindås;;;SP;Senterpartiet;9,5;10719;123;563;686;-5,3;-0,2;3;0;
12;Hordaland;1263;Lindås;;;KRF;Kristelig Folkeparti;26,4;10719;327;1570;1897;12,4;13,9;8;0;
12;Hordaland;1263;Lindås;;;V;Venstre;4,7;10719;57;278;335;0,7;1,1;2;0;
12;Hordaland;1263;Lindås;;;H;Høyre;22,1;10719;250;1341;1591;6,7;4,7;7;0;
12;Hordaland;1263;Lindås;;;FRP;Fremskrittspartiet;14,9;10719;201;868;1069;-13,1;-11,7;5;0;
12;Hordaland;1263;Lindås;;;MDG;Miljøpartiet De Grønne;0,9;10719;14;50;64;0,9;0,6;0;0;
12;Hordaland;1264;Austrheim;;;A;Det norske Arbeiderparti;38;2080;131;406;537;5,4;11;6;0;
12;Hordaland;1264;Austrheim;;;SP;Senterpartiet;4,1;2080;12;46;58;-4,3;-1,7;1;0;
12;Hordaland;1264;Austrheim;;;KRF;Kristelig Folkeparti;11,8;2080;47;120;167;-3,9;0,4;2;0;
12;Hordaland;1264;Austrheim;;;V;Venstre;12,2;2080;26;146;172;2,9;8,7;2;0;
12;Hordaland;1264;Austrheim;;;H;Høyre;27,7;2080;109;283;392;5,9;5,4;5;0;
12;Hordaland;1264;Austrheim;;;FRP;Fremskrittspartiet;6,2;2080;24;64;88;-6;-20,3;1;0;
12;Hordaland;1265;Fedje;;;A;Det norske Arbeiderparti;34,6;455;43;93;136;1,6;5,5;5;0;
12;Hordaland;1265;Fedje;;;KRF;Kristelig Folkeparti;19,6;455;30;47;77;-5,7;0,3;3;0;
12;Hordaland;1265;Fedje;;;H;Høyre;28,5;455;45;67;112;10,8;9,2;4;0;
12;Hordaland;1265;Fedje;;;FRP;Fremskrittspartiet;12,7;455;14;36;50;-6,5;-8,2;2;0;
12;Hordaland;1265;Fedje;;;DEMN;Demokratene i Norge;4,6;455;6;12;18;-0,2;3,3;1;0;
12;Hordaland;1266;Masfjorden;;;A;Det norske Arbeiderparti;19,3;1313;39;155;194;-7,6;-8;3;0;
12;Hordaland;1266;Masfjorden;;;SP;Senterpartiet;13,7;1313;23;115;138;3,2;-5,6;2;0;
12;Hordaland;1266;Masfjorden;;;KRF;Kristelig Folkeparti;13,6;1313;22;115;137;-0,9;3,4;2;0;
12;Hordaland;1266;Masfjorden;;;V;Venstre;8,6;1313;24;62;86;-1,9;6,5;2;0;
12;Hordaland;1266;Masfjorden;;;H;Høyre;31,8;1313;48;272;320;5;17,1;6;0;
12;Hordaland;1266;Masfjorden;;;FRP;Fremskrittspartiet;12,9;1313;36;94;130;2,2;-8,7;2;0;
14;Sogn og Fjordane;1401;Flora;;;A;Det norske Arbeiderparti;32,7;8477;341;1456;1797;-3,1;2,8;12;0;
14;Sogn og Fjordane;1401;Flora;;;SV;Sosialistisk Venstreparti;3,9;8477;48;167;215;-3,9;-7;1;0;
14;Sogn og Fjordane;1401;Flora;;;SP;Senterpartiet;2,7;8477;20;126;146;-2,3;-7,3;1;0;
14;Sogn og Fjordane;1401;Flora;;;KRF;Kristelig Folkeparti;4,1;8477;54;172;226;-0,1;0,2;1;0;
14;Sogn og Fjordane;1401;Flora;;;V;Venstre;14,6;8477;139;665;804;1,3;10;5;0;
14;Sogn og Fjordane;1401;Flora;;;H;Høyre;35,6;8477;383;1571;1954;18,6;17,1;13;0;
14;Sogn og Fjordane;1401;Flora;;;FRP;Fremskrittspartiet;5,1;8477;76;206;282;-8,8;-15,9;2;0;
14;Sogn og Fjordane;1401;Flora;;;FDS;Flora Demokratiske Solidaritet;1,3;8477;20;52;72;-1,8;1,3;0;0;
14;Sogn og Fjordane;1411;Gulen;;;A;Det norske Arbeiderparti;10;1759;40;93;133;-4,3;-10,6;2;0;
14;Sogn og Fjordane;1411;Gulen;;;SP;Senterpartiet;41,3;1759;128;422;550;12,5;10,7;8;0;
14;Sogn og Fjordane;1411;Gulen;;;KRF;Kristelig Folkeparti;9,2;1759;48;74;122;-12,6;-3;2;0;
14;Sogn og Fjordane;1411;Gulen;;;V;Venstre;13,3;1759;59;118;177;-0,2;10,7;3;0;
14;Sogn og Fjordane;1411;Gulen;;;H;Høyre;22,8;1759;58;245;303;1,2;8;5;0;
14;Sogn og Fjordane;1411;Gulen;;;FRP;Fremskrittspartiet;3,5;1759;19;27;46;3,5;-11,9;1;0;
14;Sogn og Fjordane;1412;Solund;;;A;Det norske Arbeiderparti;10,9;690;28;24;52;-4,6;-9,1;2;0;
14;Sogn og Fjordane;1412;Solund;;;SV;Sosialistisk Venstreparti;3,4;690;7;9;16;-2,9;-0,5;0;0;
14;Sogn og Fjordane;1412;Solund;;;SP;Senterpartiet;28,4;690;64;71;135;-5,7;3,8;4;0;
14;Sogn og Fjordane;1412;Solund;;;H;Høyre;33,7;690;41;119;160;17,3;15,3;5;0;
14;Sogn og Fjordane;1412;Solund;;;FRP;Fremskrittspartiet;13,3;690;37;26;63;-14,3;-10,5;2;0;
14;Sogn og Fjordane;1412;Solund;;;PULS;Politisk Uavhengig Liste i Solund;10,3;690;13;36;49;10,3;10,3;2;0;
14;Sogn og Fjordane;1413;Hyllestad;;;A;Det norske Arbeiderparti;31,9;1136;60;163;223;5,3;1,5;5;0;
14;Sogn og Fjordane;1413;Hyllestad;;;SP;Senterpartiet;29,9;1136;29;180;209;-2,6;-2,8;5;0;
14;Sogn og Fjordane;1413;Hyllestad;;;H;Høyre;15;1136;24;81;105;2,5;4;3;0;
14;Sogn og Fjordane;1413;Hyllestad;;;SLHY;Samlingslista;23,1;1136;32;129;161;5,1;23,1;4;0;
14;Sogn og Fjordane;1416;Høyanger;;;A;Det norske Arbeiderparti;46,8;3257;161;835;996;0,8;3,2;10;0;
14;Sogn og Fjordane;1416;Høyanger;;;SV;Sosialistisk Venstreparti;3,1;3257;16;50;66;-1,1;-1,5;0;0;
14;Sogn og Fjordane;1416;Høyanger;;;RØDT;Rødt;8;3257;31;140;171;-3,4;5,7;2;0;
14;Sogn og Fjordane;1416;Høyanger;;;SP;Senterpartiet;19;3257;63;342;405;4,3;-0,2;4;0;
14;Sogn og Fjordane;1416;Høyanger;;;KRF;Kristelig Folkeparti;3,2;3257;18;51;69;-0,9;-1;1;0;
14;Sogn og Fjordane;1416;Høyanger;;;V;Venstre;2,2;3257;6;41;47;2,2;1,1;0;0;
14;Sogn og Fjordane;1416;Høyanger;;;H;Høyre;16,8;3257;44;314;358;-1,7;7,7;4;0;
14;Sogn og Fjordane;1416;Høyanger;;;KYST;Kystpartiet;0,8;3257;3;14;17;-0,2;0,4;0;0;
14;Sogn og Fjordane;1417;Vik;;;A;Det norske Arbeiderparti;36,3;2148;96;417;513;1,3;11,9;6;0;
14;Sogn og Fjordane;1417;Vik;;;SV;Sosialistisk Venstreparti;3,8;2148;15;39;54;-0,7;0;0;0;
14;Sogn og Fjordane;1417;Vik;;;SP;Senterpartiet;22,1;2148;49;263;312;-8,1;-21,2;4;0;
14;Sogn og Fjordane;1417;Vik;;;KRF;Kristelig Folkeparti;4,5;2148;17;46;63;-0,1;0;1;0;
14;Sogn og Fjordane;1417;Vik;;;V;Venstre;22,5;2148;29;289;318;10,6;19,8;4;0;
14;Sogn og Fjordane;1417;Vik;;;H;Høyre;10,8;2148;37;116;153;4,1;3,7;2;0;
14;Sogn og Fjordane;1418;Balestrand;;;A;Det norske Arbeiderparti;23,9;1021;61;115;176;5,4;-1,4;4;0;
14;Sogn og Fjordane;1418;Balestrand;;;SV;Sosialistisk Venstreparti;5,4;1021;12;28;40;5,4;0,8;1;0;
14;Sogn og Fjordane;1418;Balestrand;;;SP;Senterpartiet;17,8;1021;25;106;131;-4,8;-7,9;3;0;
14;Sogn og Fjordane;1418;Balestrand;;;KRF;Kristelig Folkeparti;14,1;1021;36;68;104;-2,3;0,5;2;0;
14;Sogn og Fjordane;1418;Balestrand;;;V;Venstre;12,2;1021;21;69;90;-6,5;6,9;2;0;
14;Sogn og Fjordane;1418;Balestrand;;;H;Høyre;26,6;1021;68;128;196;2,7;13,5;5;0;
14;Sogn og Fjordane;1419;Leikanger;;;A;Det norske Arbeiderparti;39,5;1690;93;404;497;0,2;6,1;7;0;
14;Sogn og Fjordane;1419;Leikanger;;;SV;Sosialistisk Venstreparti;9,9;1690;45;79;124;0,1;1,5;2;0;
14;Sogn og Fjordane;1419;Leikanger;;;SP;Senterpartiet;20,6;1690;44;215;259;-0,1;-10,3;3;0;
14;Sogn og Fjordane;1419;Leikanger;;;V;Venstre;18,4;1690;64;167;231;-1,8;13,8;3;0;
14;Sogn og Fjordane;1419;Leikanger;;;H;Høyre;11,6;1690;32;114;146;1,6;4;2;0;
14;Sogn og Fjordane;1420;Sogndal;;;A;Det norske Arbeiderparti;35,4;5427;281;1020;1301;-2,8;4,9;9;0;
14;Sogn og Fjordane;1420;Sogndal;;;SV;Sosialistisk Venstreparti;6,9;5427;79;176;255;-1;-0,5;2;0;
14;Sogn og Fjordane;1420;Sogndal;;;SP;Senterpartiet;16,8;5427;138;480;618;1,2;-9,4;4;0;
14;Sogn og Fjordane;1420;Sogndal;;;KRF;Kristelig Folkeparti;6,6;5427;51;192;243;-0,7;0;2;0;
14;Sogn og Fjordane;1420;Sogndal;;;V;Venstre;6,9;5427;52;200;252;1,8;4,2;2;0;
14;Sogn og Fjordane;1420;Sogndal;;;H;Høyre;13,4;5427;94;397;491;7,1;4,1;3;0;
14;Sogn og Fjordane;1420;Sogndal;;;FRP;Fremskrittspartiet;13,9;5427;87;425;512;-5,7;-2,7;3;0;
14;Sogn og Fjordane;1421;Aurland;;;A;Det norske Arbeiderparti;26,3;1321;52;192;244;-2;-7;4;0;
14;Sogn og Fjordane;1421;Aurland;;;SP;Senterpartiet;29,5;1321;61;213;274;-14,1;6;5;0;
14;Sogn og Fjordane;1421;Aurland;;;V;Venstre;9,2;1321;13;72;85;2,5;5,5;2;0;
14;Sogn og Fjordane;1421;Aurland;;;H;Høyre;28,6;1321;37;228;265;7,1;14,3;5;0;
14;Sogn og Fjordane;1421;Aurland;;;MDG;Miljøpartiet De Grønne;6,5;1321;22;38;60;6,5;4,2;1;0;
14;Sogn og Fjordane;1422;Lærdal;;;A;Det norske Arbeiderparti;25,3;1723;55;250;305;-16,1;-8,5;4;0;
14;Sogn og Fjordane;1422;Lærdal;;;SV;Sosialistisk Venstreparti;14,4;1723;46;127;173;4,4;8;3;0;
14;Sogn og Fjordane;1422;Lærdal;;;SP;Senterpartiet;28,7;1723;91;254;345;-0,3;-5,8;5;0;
14;Sogn og Fjordane;1422;Lærdal;;;V;Venstre;13,5;1723;37;126;163;4,7;10,6;2;0;
14;Sogn og Fjordane;1422;Lærdal;;;H;Høyre;18,1;1723;55;163;218;7,3;11;3;0;
14;Sogn og Fjordane;1424;Årdal;;;A;Det norske Arbeiderparti;74,7;4358;375;1739;2114;-2,8;4,5;16;0;
14;Sogn og Fjordane;1424;Årdal;;;SP;Senterpartiet;14,1;4358;74;324;398;7,1;5,7;3;0;
14;Sogn og Fjordane;1424;Årdal;;;H;Høyre;6,9;4358;42;153;195;2,6;1,3;1;0;
14;Sogn og Fjordane;1424;Årdal;;;FRP;Fremskrittspartiet;4,3;4358;18;105;123;-0,6;-4,9;1;0;
